small_SeDenseNet_separation,VGG19_separation,ResNet101V2_separation,Xception_separation,DenseNet121_separation
"[2.79052630e+01 1.96003549e+01 2.21867302e+00 1.28220354e-02
 8.62449701e-01]",,,,
,"[4.96407091e+01 4.96521232e+01 1.91658651e+00 1.28220354e-02
 9.76181025e-01]",,,
,,"[2.16994961e+01 1.62551091e+01 2.36971627e+00 1.28220354e-02
 9.76181025e-01]",,
,,,"[2.49031457e+01 3.25000000e+01 2.36971627e+00 1.28220354e-02
 9.99978582e-01]",
,,,,"[1.45000000e+01 1.15000000e+01 2.21867302e+00 1.28220354e-02
 7.53221289e-01]"
